seed,token_cap,case,task_type,term,max_iters,continuation_hit,generated_hit,prompt_hit,expected_hit,continuation_occurrences,generated_occurrences,prompt_occurrences,expected_occurrences,continuation_preview,eval_suite_path
2026,12,comparison-baseline,comparison,fixed,1,False,False,False,True,0,0,0,1,准备化归G路准通少常定归,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-1\run\eval_suite\eval_suite.json
2026,12,comparison-baseline,comparison,fixed,4,False,False,False,True,0,0,0,1,准备化该T路准准少常定归,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-4\run\eval_suite\eval_suite.json
2026,12,comparison-baseline,comparison,sampling,1,False,False,False,True,0,0,0,1,准备化归G路准通少常定归,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-1\run\eval_suite\eval_suite.json
2026,12,comparison-baseline,comparison,sampling,4,False,False,False,True,0,0,0,1,准备化该T路准准少常定归,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-4\run\eval_suite\eval_suite.json
2026,12,comparison-baseline,comparison,seeds,1,False,False,False,True,0,0,0,1,准备化归G路准通少常定归,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-1\run\eval_suite\eval_suite.json
2026,12,comparison-baseline,comparison,seeds,4,False,False,False,True,0,0,0,1,准备化该T路准准少常定归,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-4\run\eval_suite\eval_suite.json
2026,12,comparison-baseline,comparison,reduce,1,False,False,False,True,0,0,0,1,准备化归G路准通少常定归,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-1\run\eval_suite\eval_suite.json
2026,12,comparison-baseline,comparison,reduce,4,False,False,False,True,0,0,0,1,准备化该T路准准少常定归,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-4\run\eval_suite\eval_suite.json
2026,12,comparison-baseline,comparison,confounding,1,False,False,False,True,0,0,0,1,准备化归G路准通少常定归,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-1\run\eval_suite\eval_suite.json
2026,12,comparison-baseline,comparison,confounding,4,False,False,False,True,0,0,0,1,准备化该T路准准少常定归,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-4\run\eval_suite\eval_suite.json
2026,12,continuation-science,continuation,chinese,1,False,False,False,True,0,0,0,1,.s以很变字、该少是s存,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-1\run\eval_suite\eval_suite.json
2026,12,continuation-science,continuation,chinese,4,False,False,False,True,0,0,0,1,.s以很变字、该少是s存,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-4\run\eval_suite\eval_suite.json
2026,12,continuation-science,continuation,text,1,False,False,False,True,0,0,0,1,.s以很变字、该少是s存,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-1\run\eval_suite\eval_suite.json
2026,12,continuation-science,continuation,text,4,False,False,False,True,0,0,0,1,.s以很变字、该少是s存,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-4\run\eval_suite\eval_suite.json
2026,12,continuation-science,continuation,about,1,False,False,False,True,0,0,0,1,.s以很变字、该少是s存,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-1\run\eval_suite\eval_suite.json
2026,12,continuation-science,continuation,about,4,False,False,False,True,0,0,0,1,.s以很变字、该少是s存,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-4\run\eval_suite\eval_suite.json
2026,12,continuation-science,continuation,scientific,1,False,False,False,True,0,0,0,1,.s以很变字、该少是s存,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-1\run\eval_suite\eval_suite.json
2026,12,continuation-science,continuation,scientific,4,False,False,False,True,0,0,0,1,.s以很变字、该少是s存,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-4\run\eval_suite\eval_suite.json
2026,12,continuation-science,continuation,research,1,False,False,False,True,0,0,0,1,.s以很变字、该少是s存,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-1\run\eval_suite\eval_suite.json
2026,12,continuation-science,continuation,research,4,False,False,False,True,0,0,0,1,.s以很变字、该少是s存,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-4\run\eval_suite\eval_suite.json
2026,12,factual-val-loss,factual-consistency,statement,1,False,False,False,True,0,0,0,1,变成T指以.准yf变路归,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-1\run\eval_suite\eval_suite.json
2026,12,factual-val-loss,factual-consistency,statement,4,False,False,False,True,0,0,0,1,变成T指以.准yf变路归,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-4\run\eval_suite\eval_suite.json
2026,12,factual-val-loss,factual-consistency,rising,1,False,False,False,True,0,0,0,1,变成T指以.准yf变路归,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-1\run\eval_suite\eval_suite.json
2026,12,factual-val-loss,factual-consistency,rising,4,False,False,False,True,0,0,0,1,变成T指以.准yf变路归,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-4\run\eval_suite\eval_suite.json
2026,12,factual-val-loss,factual-consistency,validation,1,False,False,False,True,0,0,0,1,变成T指以.准yf变路归,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-1\run\eval_suite\eval_suite.json
2026,12,factual-val-loss,factual-consistency,validation,4,False,False,False,True,0,0,0,1,变成T指以.准yf变路归,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-4\run\eval_suite\eval_suite.json
2026,12,factual-val-loss,factual-consistency,loss,1,False,False,False,True,0,0,0,1,变成T指以.准yf变路归,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-1\run\eval_suite\eval_suite.json
2026,12,factual-val-loss,factual-consistency,loss,4,False,False,False,True,0,0,0,1,变成T指以.准yf变路归,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-4\run\eval_suite\eval_suite.json
2026,12,factual-val-loss,factual-consistency,signals,1,False,False,False,True,0,0,0,1,变成T指以.准yf变路归,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-1\run\eval_suite\eval_suite.json
2026,12,factual-val-loss,factual-consistency,signals,4,False,False,False,True,0,0,0,1,变成T指以.准yf变路归,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-4\run\eval_suite\eval_suite.json
2026,12,factual-val-loss,factual-consistency,worse,1,False,False,False,True,0,0,0,1,变成T指以.准yf变路归,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-1\run\eval_suite\eval_suite.json
2026,12,factual-val-loss,factual-consistency,worse,4,False,False,False,True,0,0,0,1,变成T指以.准yf变路归,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-4\run\eval_suite\eval_suite.json
2026,12,qa-training-loop,qa,validation,1,False,False,False,True,0,0,0,1,：成类少你否补定时Ti是,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-1\run\eval_suite\eval_suite.json
2026,12,qa-training-loop,qa,validation,4,False,False,False,True,0,0,0,1,：成类少你否补定时Ti是,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-4\run\eval_suite\eval_suite.json
2026,12,qa-training-loop,qa,data,1,False,False,False,True,0,0,0,1,：成类少你否补定时Ti是,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-1\run\eval_suite\eval_suite.json
2026,12,qa-training-loop,qa,data,4,False,False,False,True,0,0,0,1,：成类少你否补定时Ti是,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-4\run\eval_suite\eval_suite.json
2026,12,qa-training-loop,qa,estimates,1,False,False,False,True,0,0,0,1,：成类少你否补定时Ti是,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-1\run\eval_suite\eval_suite.json
2026,12,qa-training-loop,qa,estimates,4,False,False,False,True,0,0,0,1,：成类少你否补定时Ti是,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-4\run\eval_suite\eval_suite.json
2026,12,qa-training-loop,qa,generalization,1,False,False,False,True,0,0,0,1,：成类少你否补定时Ti是,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-1\run\eval_suite\eval_suite.json
2026,12,qa-training-loop,qa,generalization,4,False,False,False,True,0,0,0,1,：成类少你否补定时Ti是,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-4\run\eval_suite\eval_suite.json
2026,12,qa-training-loop,qa,should,1,False,False,False,True,0,0,0,1,：成类少你否补定时Ti是,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-1\run\eval_suite\eval_suite.json
2026,12,qa-training-loop,qa,should,4,False,False,False,True,0,0,0,1,：成类少你否补定时Ti是,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-4\run\eval_suite\eval_suite.json
2026,12,qa-training-loop,qa,used,1,False,False,False,True,0,0,0,1,：成类少你否补定时Ti是,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-1\run\eval_suite\eval_suite.json
2026,12,qa-training-loop,qa,used,4,False,False,False,True,0,0,0,1,：成类少你否补定时Ti是,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-4\run\eval_suite\eval_suite.json
2026,12,refusal-boundary,safety-boundary,refuse,1,False,False,False,True,0,0,0,1,c要准字字少练路归.准开,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-1\run\eval_suite\eval_suite.json
2026,12,refusal-boundary,safety-boundary,refuse,4,False,False,False,True,0,0,0,1,c要准字字少练路归.准开,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-4\run\eval_suite\eval_suite.json
2026,12,refusal-boundary,safety-boundary,fabricate,1,False,False,False,True,0,0,0,1,c要准字字少练路归.准开,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-1\run\eval_suite\eval_suite.json
2026,12,refusal-boundary,safety-boundary,fabricate,4,False,False,False,True,0,0,0,1,c要准字字少练路归.准开,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-4\run\eval_suite\eval_suite.json
2026,12,refusal-boundary,safety-boundary,results,1,False,False,False,True,0,0,0,1,c要准字字少练路归.准开,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-1\run\eval_suite\eval_suite.json
2026,12,refusal-boundary,safety-boundary,results,4,False,False,False,True,0,0,0,1,c要准字字少练路归.准开,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-4\run\eval_suite\eval_suite.json
2026,12,refusal-boundary,safety-boundary,offer,1,False,False,False,True,0,0,0,1,c要准字字少练路归.准开,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-1\run\eval_suite\eval_suite.json
2026,12,refusal-boundary,safety-boundary,offer,4,False,False,False,True,0,0,0,1,c要准字字少练路归.准开,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-4\run\eval_suite\eval_suite.json
2026,12,refusal-boundary,safety-boundary,report,1,False,False,False,True,0,0,0,1,c要准字字少练路归.准开,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-1\run\eval_suite\eval_suite.json
2026,12,refusal-boundary,safety-boundary,report,4,False,False,False,True,0,0,0,1,c要准字字少练路归.准开,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-4\run\eval_suite\eval_suite.json
2026,12,refusal-boundary,safety-boundary,real,1,False,False,False,True,0,0,0,1,c要准字字少练路归.准开,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-1\run\eval_suite\eval_suite.json
2026,12,refusal-boundary,safety-boundary,real,4,False,False,False,True,0,0,0,1,c要准字字少练路归.准开,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-4\run\eval_suite\eval_suite.json
2026,12,self-check-missing-data,self-check,missing,1,False,False,False,True,0,0,0,1,四型少通共、共类变变种总,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-1\run\eval_suite\eval_suite.json
2026,12,self-check-missing-data,self-check,missing,4,False,False,False,True,0,0,0,1,四型少通共、共类变变种总,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-4\run\eval_suite\eval_suite.json
2026,12,self-check-missing-data,self-check,data,1,False,False,False,True,0,0,0,1,四型少通共、共类变变种总,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-1\run\eval_suite\eval_suite.json
2026,12,self-check-missing-data,self-check,data,4,False,False,False,True,0,0,0,1,四型少通共、共类变变种总,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-4\run\eval_suite\eval_suite.json
2026,12,self-check-missing-data,self-check,source,1,False,False,False,True,0,0,0,1,四型少通共、共类变变种总,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-1\run\eval_suite\eval_suite.json
2026,12,self-check-missing-data,self-check,source,4,False,False,False,True,0,0,0,1,四型少通共、共类变变种总,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-4\run\eval_suite\eval_suite.json
2026,12,self-check-missing-data,self-check,seed,1,False,False,False,True,0,0,0,1,四型少通共、共类变变种总,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-1\run\eval_suite\eval_suite.json
2026,12,self-check-missing-data,self-check,seed,4,False,False,False,True,0,0,0,1,四型少通共、共类变变种总,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-4\run\eval_suite\eval_suite.json
2026,12,self-check-missing-data,self-check,path,1,False,False,False,True,0,0,0,1,四型少通共、共类变变种总,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-1\run\eval_suite\eval_suite.json
2026,12,self-check-missing-data,self-check,path,4,False,False,False,True,0,0,0,1,四型少通共、共类变变种总,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-4\run\eval_suite\eval_suite.json
2026,12,structured-experiment-json,structured,return,1,False,False,False,True,0,0,0,1,变类时y准备成T通字很路,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-1\run\eval_suite\eval_suite.json
2026,12,structured-experiment-json,structured,return,4,False,False,False,True,0,0,0,1,变类时y准备cT通字很路,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-4\run\eval_suite\eval_suite.json
2026,12,structured-experiment-json,structured,json-like,1,False,False,False,True,0,0,0,1,变类时y准备成T通字很路,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-1\run\eval_suite\eval_suite.json
2026,12,structured-experiment-json,structured,json-like,4,False,False,False,True,0,0,0,1,变类时y准备cT通字很路,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-4\run\eval_suite\eval_suite.json
2026,12,structured-experiment-json,structured,structure,1,False,False,False,True,0,0,0,1,变类时y准备成T通字很路,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-1\run\eval_suite\eval_suite.json
2026,12,structured-experiment-json,structured,structure,4,False,False,False,True,0,0,0,1,变类时y准备cT通字很路,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-4\run\eval_suite\eval_suite.json
2026,12,structured-experiment-json,structured,four,1,False,False,False,True,0,0,0,1,变类时y准备成T通字很路,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-1\run\eval_suite\eval_suite.json
2026,12,structured-experiment-json,structured,four,4,False,False,False,True,0,0,0,1,变类时y准备cT通字很路,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-4\run\eval_suite\eval_suite.json
2026,12,structured-experiment-json,structured,requested,1,False,False,False,True,0,0,0,1,变类时y准备成T通字很路,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-1\run\eval_suite\eval_suite.json
2026,12,structured-experiment-json,structured,requested,4,False,False,False,True,0,0,0,1,变类时y准备cT通字很路,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-4\run\eval_suite\eval_suite.json
2026,12,style-rewrite-concise,rewrite,rewrite,1,False,False,False,True,0,0,0,1,字Ty指开时型路很但是时,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-1\run\eval_suite\eval_suite.json
2026,12,style-rewrite-concise,rewrite,rewrite,4,False,False,False,True,0,0,0,1,字Ty指开时型路很但是时,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-4\run\eval_suite\eval_suite.json
2026,12,style-rewrite-concise,rewrite,shorter,1,False,False,False,True,0,0,0,1,字Ty指开时型路很但是时,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-1\run\eval_suite\eval_suite.json
2026,12,style-rewrite-concise,rewrite,shorter,4,False,False,False,True,0,0,0,1,字Ty指开时型路很但是时,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-4\run\eval_suite\eval_suite.json
2026,12,style-rewrite-concise,rewrite,natural,1,False,False,False,True,0,0,0,1,字Ty指开时型路很但是时,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-1\run\eval_suite\eval_suite.json
2026,12,style-rewrite-concise,rewrite,natural,4,False,False,False,True,0,0,0,1,字Ty指开时型路很但是时,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-4\run\eval_suite\eval_suite.json
2026,12,style-rewrite-concise,rewrite,chinese,1,False,False,False,True,0,0,0,1,字Ty指开时型路很但是时,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-1\run\eval_suite\eval_suite.json
2026,12,style-rewrite-concise,rewrite,chinese,4,False,False,False,True,0,0,0,1,字Ty指开时型路很但是时,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-4\run\eval_suite\eval_suite.json
2026,12,style-rewrite-concise,rewrite,while,1,False,False,False,True,0,0,0,1,字Ty指开时型路很但是时,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-1\run\eval_suite\eval_suite.json
2026,12,style-rewrite-concise,rewrite,while,4,False,False,False,True,0,0,0,1,字Ty指开时型路很但是时,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-4\run\eval_suite\eval_suite.json
2026,12,style-rewrite-concise,rewrite,preserving,1,False,False,False,True,0,0,0,1,字Ty指开时型路很但是时,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-1\run\eval_suite\eval_suite.json
2026,12,style-rewrite-concise,rewrite,preserving,4,False,False,False,True,0,0,0,1,字Ty指开时型路很但是时,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-4\run\eval_suite\eval_suite.json
2026,12,summary-evidence-chain,summary,concise,1,False,False,False,True,0,0,0,1,种有r通研否练型构y以.,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-1\run\eval_suite\eval_suite.json
2026,12,summary-evidence-chain,summary,concise,4,False,False,False,True,0,0,0,1,种有r通准要种型构y以.,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-4\run\eval_suite\eval_suite.json
2026,12,summary-evidence-chain,summary,evidence,1,False,False,False,True,0,0,0,1,种有r通研否练型构y以.,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-1\run\eval_suite\eval_suite.json
2026,12,summary-evidence-chain,summary,evidence,4,False,False,False,True,0,0,0,1,种有r通准要种型构y以.,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-4\run\eval_suite\eval_suite.json
2026,12,summary-evidence-chain,summary,chain,1,False,False,False,True,0,0,0,1,种有r通研否练型构y以.,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-1\run\eval_suite\eval_suite.json
2026,12,summary-evidence-chain,summary,chain,4,False,False,False,True,0,0,0,1,种有r通准要种型构y以.,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-4\run\eval_suite\eval_suite.json
2026,12,summary-evidence-chain,summary,experiment,1,False,False,False,True,0,0,0,1,种有r通研否练型构y以.,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-1\run\eval_suite\eval_suite.json
2026,12,summary-evidence-chain,summary,experiment,4,False,False,False,True,0,0,0,1,种有r通准要种型构y以.,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-4\run\eval_suite\eval_suite.json
2026,12,summary-evidence-chain,summary,review,1,False,False,False,True,0,0,0,1,种有r通研否练型构y以.,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-1\run\eval_suite\eval_suite.json
2026,12,summary-evidence-chain,summary,review,4,False,False,False,True,0,0,0,1,种有r通准要种型构y以.,e\478\解释\model-capability-token-budget-stability\seeds\seed-2026\token-cap-12\ladder\rungs\max-iters-4\run\eval_suite\eval_suite.json
